area,year,average_rain_fall_mm_per_year,crops,crop_yields,pesticide_tonnes,avg_temp
Brazil,2008,1761.0,Sweet potatoes,120398,312637.0,21.86
Brazil,2008,1761.0,Sweet potatoes,120398,312637.0,20.22
Brazil,2008,1761.0,Sweet potatoes,120398,312637.0,17.88
Brazil,2008,1761.0,Sweet potatoes,120398,312637.0,17.88
Brazil,2008,1761.0,Sweet potatoes,120398,312637.0,27.54
Brazil,2008,1761.0,Sweet potatoes,120398,312637.0,20.22
Brazil,2008,1761.0,Sweet potatoes,120398,312637.0,26.94
Brazil,2008,1761.0,Sweet potatoes,120398,312637.0,18.8
Brazil,2008,1761.0,Sweet potatoes,120398,312637.0,25.96
Brazil,2008,1761.0,Sweet potatoes,120398,312637.0,24.26
Brazil,2008,1761.0,Sweet potatoes,120398,312637.0,25.54
Brazil,2008,1761.0,Wheat,25497,312637.0,21.86
Brazil,2008,1761.0,Wheat,25497,312637.0,20.22
Brazil,2008,1761.0,Wheat,25497,312637.0,17.88
Brazil,2008,1761.0,Wheat,25497,312637.0,17.88
Brazil,2008,1761.0,Wheat,25497,312637.0,27.54
Brazil,2008,1761.0,Wheat,25497,312637.0,20.22
Brazil,2008,1761.0,Wheat,25497,312637.0,26.94
Brazil,2008,1761.0,Wheat,25497,312637.0,18.8
Brazil,2008,1761.0,Wheat,25497,312637.0,25.96
Brazil,2008,1761.0,Wheat,25497,312637.0,24.26
Brazil,2008,1761.0,Wheat,25497,312637.0,25.54
Brazil,2008,1761.0,Yams,93753,312637.0,21.86
Brazil,2008,1761.0,Yams,93753,312637.0,20.22
Brazil,2008,1761.0,Yams,93753,312637.0,17.88
Brazil,2008,1761.0,Yams,93753,312637.0,17.88
Brazil,2008,1761.0,Yams,93753,312637.0,27.54
Brazil,2008,1761.0,Yams,93753,312637.0,20.22
Brazil,2008,1761.0,Yams,93753,312637.0,26.94
Brazil,2008,1761.0,Yams,93753,312637.0,18.8
Brazil,2008,1761.0,Yams,93753,312637.0,25.96
Brazil,2008,1761.0,Yams,93753,312637.0,24.26
Brazil,2008,1761.0,Yams,93753,312637.0,25.54
Brazil,2009,1761.0,Cassava,138613,335742.0,22.25
Brazil,2009,1761.0,Cassava,138613,335742.0,20.78
Brazil,2009,1761.0,Cassava,138613,335742.0,18.38
Brazil,2009,1761.0,Cassava,138613,335742.0,18.38
Brazil,2009,1761.0,Cassava,138613,335742.0,27.39
Brazil,2009,1761.0,Cassava,138613,335742.0,20.78
Brazil,2009,1761.0,Cassava,138613,335742.0,27.39
Brazil,2009,1761.0,Cassava,138613,335742.0,18.84
Brazil,2009,1761.0,Cassava,138613,335742.0,26.3
Brazil,2009,1761.0,Cassava,138613,335742.0,24.98
Brazil,2009,1761.0,Cassava,138613,335742.0,26.0
Brazil,2009,1761.0,Maize,37145,335742.0,22.25
Brazil,2009,1761.0,Maize,37145,335742.0,20.78
Brazil,2009,1761.0,Maize,37145,335742.0,18.38
Brazil,2009,1761.0,Maize,37145,335742.0,18.38
Brazil,2009,1761.0,Maize,37145,335742.0,27.39
Brazil,2009,1761.0,Maize,37145,335742.0,20.78
Brazil,2009,1761.0,Maize,37145,335742.0,27.39
Brazil,2009,1761.0,Maize,37145,335742.0,18.84
Brazil,2009,1761.0,Maize,37145,335742.0,26.3
Brazil,2009,1761.0,Maize,37145,335742.0,24.98
Brazil,2009,1761.0,Maize,37145,335742.0,26.0
Brazil,2009,1761.0,Potatoes,248299,335742.0,22.25
Brazil,2009,1761.0,Potatoes,248299,335742.0,20.78
Brazil,2009,1761.0,Potatoes,248299,335742.0,18.38
Brazil,2009,1761.0,Potatoes,248299,335742.0,18.38
Brazil,2009,1761.0,Potatoes,248299,335742.0,27.39
Brazil,2009,1761.0,Potatoes,248299,335742.0,20.78
Brazil,2009,1761.0,Potatoes,248299,335742.0,27.39
Brazil,2009,1761.0,Potatoes,248299,335742.0,18.84
Brazil,2009,1761.0,Potatoes,248299,335742.0,26.3
Brazil,2009,1761.0,Potatoes,248299,335742.0,24.98
Brazil,2009,1761.0,Potatoes,248299,335742.0,26.0
Brazil,2009,1761.0,"Rice, paddy",44049,335742.0,22.25
Brazil,2009,1761.0,"Rice, paddy",44049,335742.0,20.78
Brazil,2009,1761.0,"Rice, paddy",44049,335742.0,18.38
Brazil,2009,1761.0,"Rice, paddy",44049,335742.0,18.38
Brazil,2009,1761.0,"Rice, paddy",44049,335742.0,27.39
Brazil,2009,1761.0,"Rice, paddy",44049,335742.0,20.78
Brazil,2009,1761.0,"Rice, paddy",44049,335742.0,27.39
Brazil,2009,1761.0,"Rice, paddy",44049,335742.0,18.84
Brazil,2009,1761.0,"Rice, paddy",44049,335742.0,26.3
Brazil,2009,1761.0,"Rice, paddy",44049,335742.0,24.98
Brazil,2009,1761.0,"Rice, paddy",44049,335742.0,26.0
Brazil,2009,1761.0,Sorghum,23378,335742.0,22.25
Brazil,2009,1761.0,Sorghum,23378,335742.0,20.78
Brazil,2009,1761.0,Sorghum,23378,335742.0,18.38
Brazil,2009,1761.0,Sorghum,23378,335742.0,18.38
Brazil,2009,1761.0,Sorghum,23378,335742.0,27.39
Brazil,2009,1761.0,Sorghum,23378,335742.0,20.78
Brazil,2009,1761.0,Sorghum,23378,335742.0,27.39
Brazil,2009,1761.0,Sorghum,23378,335742.0,18.84
Brazil,2009,1761.0,Sorghum,23378,335742.0,26.3
Brazil,2009,1761.0,Sorghum,23378,335742.0,24.98
Brazil,2009,1761.0,Sorghum,23378,335742.0,26.0
Brazil,2009,1761.0,Soybeans,26365,335742.0,22.25
Brazil,2009,1761.0,Soybeans,26365,335742.0,20.78
Brazil,2009,1761.0,Soybeans,26365,335742.0,18.38
Brazil,2009,1761.0,Soybeans,26365,335742.0,18.38
Brazil,2009,1761.0,Soybeans,26365,335742.0,27.39
Brazil,2009,1761.0,Soybeans,26365,335742.0,20.78
Brazil,2009,1761.0,Soybeans,26365,335742.0,27.39
Brazil,2009,1761.0,Soybeans,26365,335742.0,18.84
Brazil,2009,1761.0,Soybeans,26365,335742.0,26.3
Brazil,2009,1761.0,Soybeans,26365,335742.0,24.98
Brazil,2009,1761.0,Soybeans,26365,335742.0,26.0
Brazil,2009,1761.0,Sweet potatoes,113035,335742.0,22.25
Brazil,2009,1761.0,Sweet potatoes,113035,335742.0,20.78
Brazil,2009,1761.0,Sweet potatoes,113035,335742.0,18.38
Brazil,2009,1761.0,Sweet potatoes,113035,335742.0,18.38
Brazil,2009,1761.0,Sweet potatoes,113035,335742.0,27.39
Brazil,2009,1761.0,Sweet potatoes,113035,335742.0,20.78
Brazil,2009,1761.0,Sweet potatoes,113035,335742.0,27.39
Brazil,2009,1761.0,Sweet potatoes,113035,335742.0,18.84
Brazil,2009,1761.0,Sweet potatoes,113035,335742.0,26.3
Brazil,2009,1761.0,Sweet potatoes,113035,335742.0,24.98
Brazil,2009,1761.0,Sweet potatoes,113035,335742.0,26.0
Brazil,2009,1761.0,Wheat,20802,335742.0,22.25
Brazil,2009,1761.0,Wheat,20802,335742.0,20.78
Brazil,2009,1761.0,Wheat,20802,335742.0,18.38
Brazil,2009,1761.0,Wheat,20802,335742.0,18.38
Brazil,2009,1761.0,Wheat,20802,335742.0,27.39
Brazil,2009,1761.0,Wheat,20802,335742.0,20.78
Brazil,2009,1761.0,Wheat,20802,335742.0,27.39
Brazil,2009,1761.0,Wheat,20802,335742.0,18.84
Brazil,2009,1761.0,Wheat,20802,335742.0,26.3
Brazil,2009,1761.0,Wheat,20802,335742.0,24.98
Brazil,2009,1761.0,Wheat,20802,335742.0,26.0
Brazil,2009,1761.0,Yams,94599,335742.0,22.25
Brazil,2009,1761.0,Yams,94599,335742.0,20.78
Brazil,2009,1761.0,Yams,94599,335742.0,18.38
Brazil,2009,1761.0,Yams,94599,335742.0,18.38
Brazil,2009,1761.0,Yams,94599,335742.0,27.39
Brazil,2009,1761.0,Yams,94599,335742.0,20.78
Brazil,2009,1761.0,Yams,94599,335742.0,27.39
Brazil,2009,1761.0,Yams,94599,335742.0,18.84
Brazil,2009,1761.0,Yams,94599,335742.0,26.3
Brazil,2009,1761.0,Yams,94599,335742.0,24.98
Brazil,2009,1761.0,Yams,94599,335742.0,26.0
Brazil,2010,1761.0,Cassava,139499,342580.0,22.12
Brazil,2010,1761.0,Cassava,139499,342580.0,20.72
Brazil,2010,1761.0,Cassava,139499,342580.0,18.18
Brazil,2010,1761.0,Cassava,139499,342580.0,18.18
Brazil,2010,1761.0,Cassava,139499,342580.0,28.18
Brazil,2010,1761.0,Cassava,139499,342580.0,20.72
Brazil,2010,1761.0,Cassava,139499,342580.0,27.56
Brazil,2010,1761.0,Cassava,139499,342580.0,19.01
Brazil,2010,1761.0,Cassava,139499,342580.0,26.3
Brazil,2010,1761.0,Cassava,139499,342580.0,24.95
Brazil,2010,1761.0,Cassava,139499,342580.0,25.78
Brazil,2010,1761.0,Maize,43667,342580.0,22.12
Brazil,2010,1761.0,Maize,43667,342580.0,20.72
Brazil,2010,1761.0,Maize,43667,342580.0,18.18
Brazil,2010,1761.0,Maize,43667,342580.0,18.18
Brazil,2010,1761.0,Maize,43667,342580.0,28.18
Brazil,2010,1761.0,Maize,43667,342580.0,20.72
Brazil,2010,1761.0,Maize,43667,342580.0,27.56
Brazil,2010,1761.0,Maize,43667,342580.0,19.01
Brazil,2010,1761.0,Maize,43667,342580.0,26.3
Brazil,2010,1761.0,Maize,43667,342580.0,24.95
Brazil,2010,1761.0,Maize,43667,342580.0,25.78
Brazil,2010,1761.0,Potatoes,258859,342580.0,22.12
Brazil,2010,1761.0,Potatoes,258859,342580.0,20.72
Brazil,2010,1761.0,Potatoes,258859,342580.0,18.18
Brazil,2010,1761.0,Potatoes,258859,342580.0,18.18
Brazil,2010,1761.0,Potatoes,258859,342580.0,28.18
Brazil,2010,1761.0,Potatoes,258859,342580.0,20.72
Brazil,2010,1761.0,Potatoes,258859,342580.0,27.56
Brazil,2010,1761.0,Potatoes,258859,342580.0,19.01
Brazil,2010,1761.0,Potatoes,258859,342580.0,26.3
Brazil,2010,1761.0,Potatoes,258859,342580.0,24.95
Brazil,2010,1761.0,Potatoes,258859,342580.0,25.78
Brazil,2010,1761.0,"Rice, paddy",41271,342580.0,22.12
Brazil,2010,1761.0,"Rice, paddy",41271,342580.0,20.72
Brazil,2010,1761.0,"Rice, paddy",41271,342580.0,18.18
Brazil,2010,1761.0,"Rice, paddy",41271,342580.0,18.18
Brazil,2010,1761.0,"Rice, paddy",41271,342580.0,28.18
Brazil,2010,1761.0,"Rice, paddy",41271,342580.0,20.72
Brazil,2010,1761.0,"Rice, paddy",41271,342580.0,27.56
Brazil,2010,1761.0,"Rice, paddy",41271,342580.0,19.01
Brazil,2010,1761.0,"Rice, paddy",41271,342580.0,26.3
Brazil,2010,1761.0,"Rice, paddy",41271,342580.0,24.95
Brazil,2010,1761.0,"Rice, paddy",41271,342580.0,25.78
Brazil,2010,1761.0,Sorghum,23172,342580.0,22.12
Brazil,2010,1761.0,Sorghum,23172,342580.0,20.72
Brazil,2010,1761.0,Sorghum,23172,342580.0,18.18
Brazil,2010,1761.0,Sorghum,23172,342580.0,18.18
Brazil,2010,1761.0,Sorghum,23172,342580.0,28.18
Brazil,2010,1761.0,Sorghum,23172,342580.0,20.72
Brazil,2010,1761.0,Sorghum,23172,342580.0,27.56
Brazil,2010,1761.0,Sorghum,23172,342580.0,19.01
Brazil,2010,1761.0,Sorghum,23172,342580.0,26.3
Brazil,2010,1761.0,Sorghum,23172,342580.0,24.95
Brazil,2010,1761.0,Sorghum,23172,342580.0,25.78
Brazil,2010,1761.0,Soybeans,29475,342580.0,22.12
Brazil,2010,1761.0,Soybeans,29475,342580.0,20.72
Brazil,2010,1761.0,Soybeans,29475,342580.0,18.18
Brazil,2010,1761.0,Soybeans,29475,342580.0,18.18
Brazil,2010,1761.0,Soybeans,29475,342580.0,28.18
Brazil,2010,1761.0,Soybeans,29475,342580.0,20.72
Brazil,2010,1761.0,Soybeans,29475,342580.0,27.56
Brazil,2010,1761.0,Soybeans,29475,342580.0,19.01
Brazil,2010,1761.0,Soybeans,29475,342580.0,26.3
Brazil,2010,1761.0,Soybeans,29475,342580.0,24.95
Brazil,2010,1761.0,Soybeans,29475,342580.0,25.78
Brazil,2010,1761.0,Sweet potatoes,118459,342580.0,22.12
Brazil,2010,1761.0,Sweet potatoes,118459,342580.0,20.72
Brazil,2010,1761.0,Sweet potatoes,118459,342580.0,18.18
Brazil,2010,1761.0,Sweet potatoes,118459,342580.0,18.18
Brazil,2010,1761.0,Sweet potatoes,118459,342580.0,28.18
Brazil,2010,1761.0,Sweet potatoes,118459,342580.0,20.72
Brazil,2010,1761.0,Sweet potatoes,118459,342580.0,27.56
Brazil,2010,1761.0,Sweet potatoes,118459,342580.0,19.01
Brazil,2010,1761.0,Sweet potatoes,118459,342580.0,26.3
Brazil,2010,1761.0,Sweet potatoes,118459,342580.0,24.95
Brazil,2010,1761.0,Sweet potatoes,118459,342580.0,25.78
Brazil,2010,1761.0,Wheat,28288,342580.0,22.12
Brazil,2010,1761.0,Wheat,28288,342580.0,20.72
Brazil,2010,1761.0,Wheat,28288,342580.0,18.18
Brazil,2010,1761.0,Wheat,28288,342580.0,18.18
Brazil,2010,1761.0,Wheat,28288,342580.0,28.18
Brazil,2010,1761.0,Wheat,28288,342580.0,20.72
Brazil,2010,1761.0,Wheat,28288,342580.0,27.56
Brazil,2010,1761.0,Wheat,28288,342580.0,19.01
Brazil,2010,1761.0,Wheat,28288,342580.0,26.3
Brazil,2010,1761.0,Wheat,28288,342580.0,24.95
Brazil,2010,1761.0,Wheat,28288,342580.0,25.78
Brazil,2010,1761.0,Yams,95332,342580.0,22.12
Brazil,2010,1761.0,Yams,95332,342580.0,20.72
Brazil,2010,1761.0,Yams,95332,342580.0,18.18
Brazil,2010,1761.0,Yams,95332,342580.0,18.18
Brazil,2010,1761.0,Yams,95332,342580.0,28.18
Brazil,2010,1761.0,Yams,95332,342580.0,20.72
Brazil,2010,1761.0,Yams,95332,342580.0,27.56
Brazil,2010,1761.0,Yams,95332,342580.0,19.01
Brazil,2010,1761.0,Yams,95332,342580.0,26.3
Brazil,2010,1761.0,Yams,95332,342580.0,24.95
Brazil,2010,1761.0,Yams,95332,342580.0,25.78
Brazil,2011,1761.0,Cassava,146230,345026.0,21.74
Brazil,2011,1761.0,Cassava,146230,345026.0,20.33
Brazil,2011,1761.0,Cassava,146230,345026.0,18.01
Brazil,2011,1761.0,Cassava,146230,345026.0,18.01
Brazil,2011,1761.0,Cassava,146230,345026.0,27.36
Brazil,2011,1761.0,Cassava,146230,345026.0,20.33
Brazil,2011,1761.0,Cassava,146230,345026.0,27.29
Brazil,2011,1761.0,Cassava,146230,345026.0,18.82
Brazil,2011,1761.0,Cassava,146230,345026.0,25.89
Brazil,2011,1761.0,Cassava,146230,345026.0,24.32
Brazil,2011,1761.0,Cassava,146230,345026.0,25.28
Brazil,2011,1761.0,Maize,42107,345026.0,21.74
Brazil,2011,1761.0,Maize,42107,345026.0,20.33
Brazil,2011,1761.0,Maize,42107,345026.0,18.01
Brazil,2011,1761.0,Maize,42107,345026.0,18.01
Brazil,2011,1761.0,Maize,42107,345026.0,27.36
Brazil,2011,1761.0,Maize,42107,345026.0,20.33
Brazil,2011,1761.0,Maize,42107,345026.0,27.29
Brazil,2011,1761.0,Maize,42107,345026.0,18.82
Brazil,2011,1761.0,Maize,42107,345026.0,25.89
Brazil,2011,1761.0,Maize,42107,345026.0,24.32
Brazil,2011,1761.0,Maize,42107,345026.0,25.28
Brazil,2011,1761.0,Potatoes,262528,345026.0,21.74
Brazil,2011,1761.0,Potatoes,262528,345026.0,20.33
Brazil,2011,1761.0,Potatoes,262528,345026.0,18.01
Brazil,2011,1761.0,Potatoes,262528,345026.0,18.01
Brazil,2011,1761.0,Potatoes,262528,345026.0,27.36
Brazil,2011,1761.0,Potatoes,262528,345026.0,20.33
Brazil,2011,1761.0,Potatoes,262528,345026.0,27.29
Brazil,2011,1761.0,Potatoes,262528,345026.0,18.82
Brazil,2011,1761.0,Potatoes,262528,345026.0,25.89
Brazil,2011,1761.0,Potatoes,262528,345026.0,24.32
Brazil,2011,1761.0,Potatoes,262528,345026.0,25.28
Brazil,2011,1761.0,"Rice, paddy",48956,345026.0,21.74
Brazil,2011,1761.0,"Rice, paddy",48956,345026.0,20.33
Brazil,2011,1761.0,"Rice, paddy",48956,345026.0,18.01
Brazil,2011,1761.0,"Rice, paddy",48956,345026.0,18.01
Brazil,2011,1761.0,"Rice, paddy",48956,345026.0,27.36
Brazil,2011,1761.0,"Rice, paddy",48956,345026.0,20.33
Brazil,2011,1761.0,"Rice, paddy",48956,345026.0,27.29
Brazil,2011,1761.0,"Rice, paddy",48956,345026.0,18.82
Brazil,2011,1761.0,"Rice, paddy",48956,345026.0,25.89
Brazil,2011,1761.0,"Rice, paddy",48956,345026.0,24.32
Brazil,2011,1761.0,"Rice, paddy",48956,345026.0,25.28
Brazil,2011,1761.0,Sorghum,25497,345026.0,21.74
Brazil,2011,1761.0,Sorghum,25497,345026.0,20.33
Brazil,2011,1761.0,Sorghum,25497,345026.0,18.01
Brazil,2011,1761.0,Sorghum,25497,345026.0,18.01
Brazil,2011,1761.0,Sorghum,25497,345026.0,27.36
Brazil,2011,1761.0,Sorghum,25497,345026.0,20.33
Brazil,2011,1761.0,Sorghum,25497,345026.0,27.29
Brazil,2011,1761.0,Sorghum,25497,345026.0,18.82
Brazil,2011,1761.0,Sorghum,25497,345026.0,25.89
Brazil,2011,1761.0,Sorghum,25497,345026.0,24.32
Brazil,2011,1761.0,Sorghum,25497,345026.0,25.28
Brazil,2011,1761.0,Soybeans,31214,345026.0,21.74
Brazil,2011,1761.0,Soybeans,31214,345026.0,20.33
Brazil,2011,1761.0,Soybeans,31214,345026.0,18.01
Brazil,2011,1761.0,Soybeans,31214,345026.0,18.01
Brazil,2011,1761.0,Soybeans,31214,345026.0,27.36
Brazil,2011,1761.0,Soybeans,31214,345026.0,20.33
Brazil,2011,1761.0,Soybeans,31214,345026.0,27.29
Brazil,2011,1761.0,Soybeans,31214,345026.0,18.82
Brazil,2011,1761.0,Soybeans,31214,345026.0,25.89
Brazil,2011,1761.0,Soybeans,31214,345026.0,24.32
Brazil,2011,1761.0,Soybeans,31214,345026.0,25.28
Brazil,2011,1761.0,Sweet potatoes,124266,345026.0,21.74
Brazil,2011,1761.0,Sweet potatoes,124266,345026.0,20.33
Brazil,2011,1761.0,Sweet potatoes,124266,345026.0,18.01
Brazil,2011,1761.0,Sweet potatoes,124266,345026.0,18.01
Brazil,2011,1761.0,Sweet potatoes,124266,345026.0,27.36
Brazil,2011,1761.0,Sweet potatoes,124266,345026.0,20.33
Brazil,2011,1761.0,Sweet potatoes,124266,345026.0,27.29
Brazil,2011,1761.0,Sweet potatoes,124266,345026.0,18.82
Brazil,2011,1761.0,Sweet potatoes,124266,345026.0,25.89
Brazil,2011,1761.0,Sweet potatoes,124266,345026.0,24.32
Brazil,2011,1761.0,Sweet potatoes,124266,345026.0,25.28
Brazil,2011,1761.0,Wheat,26602,345026.0,21.74
Brazil,2011,1761.0,Wheat,26602,345026.0,20.33
Brazil,2011,1761.0,Wheat,26602,345026.0,18.01
Brazil,2011,1761.0,Wheat,26602,345026.0,18.01
Brazil,2011,1761.0,Wheat,26602,345026.0,27.36
Brazil,2011,1761.0,Wheat,26602,345026.0,20.33
Brazil,2011,1761.0,Wheat,26602,345026.0,27.29
Brazil,2011,1761.0,Wheat,26602,345026.0,18.82
Brazil,2011,1761.0,Wheat,26602,345026.0,25.89
Brazil,2011,1761.0,Wheat,26602,345026.0,24.32
Brazil,2011,1761.0,Wheat,26602,345026.0,25.28
Brazil,2011,1761.0,Yams,96414,345026.0,21.74
Brazil,2011,1761.0,Yams,96414,345026.0,20.33
Brazil,2011,1761.0,Yams,96414,345026.0,18.01
Brazil,2011,1761.0,Yams,96414,345026.0,18.01
Brazil,2011,1761.0,Yams,96414,345026.0,27.36
Brazil,2011,1761.0,Yams,96414,345026.0,20.33
Brazil,2011,1761.0,Yams,96414,345026.0,27.29
Brazil,2011,1761.0,Yams,96414,345026.0,18.82
Brazil,2011,1761.0,Yams,96414,345026.0,25.89
Brazil,2011,1761.0,Yams,96414,345026.0,24.32
Brazil,2011,1761.0,Yams,96414,345026.0,25.28
Brazil,2012,1761.0,Cassava,136118,346583.0,22.16
Brazil,2012,1761.0,Cassava,136118,346583.0,21.02
Brazil,2012,1761.0,Cassava,136118,346583.0,18.8
Brazil,2012,1761.0,Cassava,136118,346583.0,18.8
Brazil,2012,1761.0,Cassava,136118,346583.0,28.21
Brazil,2012,1761.0,Cassava,136118,346583.0,21.02
Brazil,2012,1761.0,Cassava,136118,346583.0,27.34
Brazil,2012,1761.0,Cassava,136118,346583.0,19.72
Brazil,2012,1761.0,Cassava,136118,346583.0,26.13
Brazil,2012,1761.0,Cassava,136118,346583.0,24.84
Brazil,2012,1761.0,Cassava,136118,346583.0,25.65
Brazil,2012,1761.0,Maize,50057,346583.0,22.16
Brazil,2012,1761.0,Maize,50057,346583.0,21.02
Brazil,2012,1761.0,Maize,50057,346583.0,18.8
Brazil,2012,1761.0,Maize,50057,346583.0,18.8
Brazil,2012,1761.0,Maize,50057,346583.0,28.21
Brazil,2012,1761.0,Maize,50057,346583.0,21.02
Brazil,2012,1761.0,Maize,50057,346583.0,27.34
Brazil,2012,1761.0,Maize,50057,346583.0,19.72
Brazil,2012,1761.0,Maize,50057,346583.0,26.13
Brazil,2012,1761.0,Maize,50057,346583.0,24.84
Brazil,2012,1761.0,Maize,50057,346583.0,25.65
Brazil,2012,1761.0,Potatoes,274457,346583.0,22.16
Brazil,2012,1761.0,Potatoes,274457,346583.0,21.02
Brazil,2012,1761.0,Potatoes,274457,346583.0,18.8
Brazil,2012,1761.0,Potatoes,274457,346583.0,18.8
Brazil,2012,1761.0,Potatoes,274457,346583.0,28.21
Brazil,2012,1761.0,Potatoes,274457,346583.0,21.02
Brazil,2012,1761.0,Potatoes,274457,346583.0,27.34
Brazil,2012,1761.0,Potatoes,274457,346583.0,19.72
Brazil,2012,1761.0,Potatoes,274457,346583.0,26.13
Brazil,2012,1761.0,Potatoes,274457,346583.0,24.84
Brazil,2012,1761.0,Potatoes,274457,346583.0,25.65
Brazil,2012,1761.0,"Rice, paddy",47860,346583.0,22.16
Brazil,2012,1761.0,"Rice, paddy",47860,346583.0,21.02
Brazil,2012,1761.0,"Rice, paddy",47860,346583.0,18.8
Brazil,2012,1761.0,"Rice, paddy",47860,346583.0,18.8
Brazil,2012,1761.0,"Rice, paddy",47860,346583.0,28.21
Brazil,2012,1761.0,"Rice, paddy",47860,346583.0,21.02
Brazil,2012,1761.0,"Rice, paddy",47860,346583.0,27.34
Brazil,2012,1761.0,"Rice, paddy",47860,346583.0,19.72
Brazil,2012,1761.0,"Rice, paddy",47860,346583.0,26.13
Brazil,2012,1761.0,"Rice, paddy",47860,346583.0,24.84
Brazil,2012,1761.0,"Rice, paddy",47860,346583.0,25.65
Brazil,2012,1761.0,Sorghum,29317,346583.0,22.16
Brazil,2012,1761.0,Sorghum,29317,346583.0,21.02
Brazil,2012,1761.0,Sorghum,29317,346583.0,18.8
Brazil,2012,1761.0,Sorghum,29317,346583.0,18.8
Brazil,2012,1761.0,Sorghum,29317,346583.0,28.21
Brazil,2012,1761.0,Sorghum,29317,346583.0,21.02
Brazil,2012,1761.0,Sorghum,29317,346583.0,27.34
Brazil,2012,1761.0,Sorghum,29317,346583.0,19.72
Brazil,2012,1761.0,Sorghum,29317,346583.0,26.13
Brazil,2012,1761.0,Sorghum,29317,346583.0,24.84
Brazil,2012,1761.0,Sorghum,29317,346583.0,25.65
Brazil,2012,1761.0,Soybeans,26366,346583.0,22.16
Brazil,2012,1761.0,Soybeans,26366,346583.0,21.02
Brazil,2012,1761.0,Soybeans,26366,346583.0,18.8
Brazil,2012,1761.0,Soybeans,26366,346583.0,18.8
Brazil,2012,1761.0,Soybeans,26366,346583.0,28.21
Brazil,2012,1761.0,Soybeans,26366,346583.0,21.02
Brazil,2012,1761.0,Soybeans,26366,346583.0,27.34
Brazil,2012,1761.0,Soybeans,26366,346583.0,19.72
Brazil,2012,1761.0,Soybeans,26366,346583.0,26.13
Brazil,2012,1761.0,Soybeans,26366,346583.0,24.84
Brazil,2012,1761.0,Soybeans,26366,346583.0,25.65
Brazil,2012,1761.0,Sweet potatoes,121926,346583.0,22.16
Brazil,2012,1761.0,Sweet potatoes,121926,346583.0,21.02
Brazil,2012,1761.0,Sweet potatoes,121926,346583.0,18.8
Brazil,2012,1761.0,Sweet potatoes,121926,346583.0,18.8
Brazil,2012,1761.0,Sweet potatoes,121926,346583.0,28.21
Brazil,2012,1761.0,Sweet potatoes,121926,346583.0,21.02
Brazil,2012,1761.0,Sweet potatoes,121926,346583.0,27.34
Brazil,2012,1761.0,Sweet potatoes,121926,346583.0,19.72
Brazil,2012,1761.0,Sweet potatoes,121926,346583.0,26.13
Brazil,2012,1761.0,Sweet potatoes,121926,346583.0,24.84
Brazil,2012,1761.0,Sweet potatoes,121926,346583.0,25.65
Brazil,2012,1761.0,Wheat,23100,346583.0,22.16
Brazil,2012,1761.0,Wheat,23100,346583.0,21.02
Brazil,2012,1761.0,Wheat,23100,346583.0,18.8
Brazil,2012,1761.0,Wheat,23100,346583.0,18.8
Brazil,2012,1761.0,Wheat,23100,346583.0,28.21
Brazil,2012,1761.0,Wheat,23100,346583.0,21.02
Brazil,2012,1761.0,Wheat,23100,346583.0,27.34
Brazil,2012,1761.0,Wheat,23100,346583.0,19.72
Brazil,2012,1761.0,Wheat,23100,346583.0,26.13
Brazil,2012,1761.0,Wheat,23100,346583.0,24.84
Brazil,2012,1761.0,Wheat,23100,346583.0,25.65
Brazil,2012,1761.0,Yams,97619,346583.0,22.16
Brazil,2012,1761.0,Yams,97619,346583.0,21.02
Brazil,2012,1761.0,Yams,97619,346583.0,18.8
Brazil,2012,1761.0,Yams,97619,346583.0,18.8
Brazil,2012,1761.0,Yams,97619,346583.0,28.21
Brazil,2012,1761.0,Yams,97619,346583.0,21.02
Brazil,2012,1761.0,Yams,97619,346583.0,27.34
Brazil,2012,1761.0,Yams,97619,346583.0,19.72
Brazil,2012,1761.0,Yams,97619,346583.0,26.13
Brazil,2012,1761.0,Yams,97619,346583.0,24.84
Brazil,2012,1761.0,Yams,97619,346583.0,25.65
Brazil,2013,1761.0,Cassava,140795,367778.0,21.59
Brazil,2013,1761.0,Cassava,140795,367778.0,20.07
Brazil,2013,1761.0,Cassava,140795,367778.0,17.57
Brazil,2013,1761.0,Cassava,140795,367778.0,17.57
Brazil,2013,1761.0,Cassava,140795,367778.0,27.71
Brazil,2013,1761.0,Cassava,140795,367778.0,20.07
Brazil,2013,1761.0,Cassava,140795,367778.0,27.11
Brazil,2013,1761.0,Cassava,140795,367778.0,17.84
Brazil,2013,1761.0,Cassava,140795,367778.0,26.4
Brazil,2013,1761.0,Cassava,140795,367778.0,25.19
Brazil,2013,1761.0,Cassava,140795,367778.0,26.14
Brazil,2013,1761.0,Maize,52536,367778.0,21.59
Brazil,2013,1761.0,Maize,52536,367778.0,20.07
Brazil,2013,1761.0,Maize,52536,367778.0,17.57
Brazil,2013,1761.0,Maize,52536,367778.0,17.57
Brazil,2013,1761.0,Maize,52536,367778.0,27.71
Brazil,2013,1761.0,Maize,52536,367778.0,20.07
Brazil,2013,1761.0,Maize,52536,367778.0,27.11
Brazil,2013,1761.0,Maize,52536,367778.0,17.84
Brazil,2013,1761.0,Maize,52536,367778.0,26.4
Brazil,2013,1761.0,Maize,52536,367778.0,25.19
Brazil,2013,1761.0,Maize,52536,367778.0,26.14
